file_name,deepfake,path
deepfake_000.mp4,1,deepfake_video/insightface/deepfake_000.mp4
deepfake_001.mp4,1,deepfake_video/insightface/deepfake_001.mp4
deepfake_002.mp4,1,deepfake_video/insightface/deepfake_002.mp4
deepfake_003.mp4,1,deepfake_video/insightface/deepfake_003.mp4
deepfake_004.mp4,1,deepfake_video/insightface/deepfake_004.mp4
deepfake_005.mp4,1,deepfake_video/insightface/deepfake_005.mp4
deepfake_006.mp4,1,deepfake_video/insightface/deepfake_006.mp4
deepfake_007.mp4,1,deepfake_video/insightface/deepfake_007.mp4
deepfake_008.mp4,1,deepfake_video/insightface/deepfake_008.mp4
deepfake_0080.mp4,1,deepfake_video/insightface/deepfake_0080.mp4
deepfake_0081.mp4,1,deepfake_video/insightface/deepfake_0081.mp4
deepfake_0082.mp4,1,deepfake_video/insightface/deepfake_0082.mp4
deepfake_0083.mp4,1,deepfake_video/insightface/deepfake_0083.mp4
deepfake_0084.mp4,1,deepfake_video/insightface/deepfake_0084.mp4
deepfake_0085.mp4,1,deepfake_video/insightface/deepfake_0085.mp4
deepfake_0086.mp4,1,deepfake_video/insightface/deepfake_0086.mp4
deepfake_0087.mp4,1,deepfake_video/insightface/deepfake_0087.mp4
deepfake_0088.mp4,1,deepfake_video/insightface/deepfake_0088.mp4
deepfake_0089.mp4,1,deepfake_video/insightface/deepfake_0089.mp4
deepfake_009.mp4,1,deepfake_video/insightface/deepfake_009.mp4
deepfake_0090.mp4,1,deepfake_video/insightface/deepfake_0090.mp4
deepfake_0091.mp4,1,deepfake_video/insightface/deepfake_0091.mp4
deepfake_0092.mp4,1,deepfake_video/insightface/deepfake_0092.mp4
deepfake_0093.mp4,1,deepfake_video/insightface/deepfake_0093.mp4
deepfake_0094.mp4,1,deepfake_video/insightface/deepfake_0094.mp4
deepfake_0095.mp4,1,deepfake_video/insightface/deepfake_0095.mp4
deepfake_0096.mp4,1,deepfake_video/insightface/deepfake_0096.mp4
deepfake_0097.mp4,1,deepfake_video/insightface/deepfake_0097.mp4
deepfake_0098.mp4,1,deepfake_video/insightface/deepfake_0098.mp4
deepfake_0099.mp4,1,deepfake_video/insightface/deepfake_0099.mp4
deepfake_010.mp4,1,deepfake_video/insightface/deepfake_010.mp4
deepfake_0100.mp4,1,deepfake_video/insightface/deepfake_0100.mp4
deepfake_0101.mp4,1,deepfake_video/insightface/deepfake_0101.mp4
deepfake_0102.mp4,1,deepfake_video/insightface/deepfake_0102.mp4
deepfake_0103.mp4,1,deepfake_video/insightface/deepfake_0103.mp4
deepfake_0104.mp4,1,deepfake_video/insightface/deepfake_0104.mp4
deepfake_0105.mp4,1,deepfake_video/insightface/deepfake_0105.mp4
deepfake_0106.mp4,1,deepfake_video/insightface/deepfake_0106.mp4
deepfake_0107.mp4,1,deepfake_video/insightface/deepfake_0107.mp4
deepfake_0108.mp4,1,deepfake_video/insightface/deepfake_0108.mp4
deepfake_0109.mp4,1,deepfake_video/insightface/deepfake_0109.mp4
deepfake_011.mp4,1,deepfake_video/insightface/deepfake_011.mp4
deepfake_0110.mp4,1,deepfake_video/insightface/deepfake_0110.mp4
deepfake_0111.mp4,1,deepfake_video/insightface/deepfake_0111.mp4
deepfake_0112.mp4,1,deepfake_video/insightface/deepfake_0112.mp4
deepfake_0113.mp4,1,deepfake_video/insightface/deepfake_0113.mp4
deepfake_0114.mp4,1,deepfake_video/insightface/deepfake_0114.mp4
deepfake_0115.mp4,1,deepfake_video/insightface/deepfake_0115.mp4
deepfake_0116.mp4,1,deepfake_video/insightface/deepfake_0116.mp4
deepfake_0117.mp4,1,deepfake_video/insightface/deepfake_0117.mp4
deepfake_0118.mp4,1,deepfake_video/insightface/deepfake_0118.mp4
deepfake_0119.mp4,1,deepfake_video/insightface/deepfake_0119.mp4
deepfake_012.mp4,1,deepfake_video/insightface/deepfake_012.mp4
deepfake_0120.mp4,1,deepfake_video/insightface/deepfake_0120.mp4
deepfake_0121.mp4,1,deepfake_video/insightface/deepfake_0121.mp4
deepfake_0122.mp4,1,deepfake_video/insightface/deepfake_0122.mp4
deepfake_0123.mp4,1,deepfake_video/insightface/deepfake_0123.mp4
deepfake_0124.mp4,1,deepfake_video/insightface/deepfake_0124.mp4
deepfake_0125.mp4,1,deepfake_video/insightface/deepfake_0125.mp4
deepfake_0126.mp4,1,deepfake_video/insightface/deepfake_0126.mp4
deepfake_0127.mp4,1,deepfake_video/insightface/deepfake_0127.mp4
deepfake_0128.mp4,1,deepfake_video/insightface/deepfake_0128.mp4
deepfake_0129.mp4,1,deepfake_video/insightface/deepfake_0129.mp4
deepfake_013.mp4,1,deepfake_video/insightface/deepfake_013.mp4
deepfake_0130.mp4,1,deepfake_video/insightface/deepfake_0130.mp4
deepfake_0131.mp4,1,deepfake_video/insightface/deepfake_0131.mp4
deepfake_0132.mp4,1,deepfake_video/insightface/deepfake_0132.mp4
deepfake_0133.mp4,1,deepfake_video/insightface/deepfake_0133.mp4
deepfake_0134.mp4,1,deepfake_video/insightface/deepfake_0134.mp4
deepfake_0135.mp4,1,deepfake_video/insightface/deepfake_0135.mp4
deepfake_0136.mp4,1,deepfake_video/insightface/deepfake_0136.mp4
deepfake_0137.mp4,1,deepfake_video/insightface/deepfake_0137.mp4
deepfake_0138.mp4,1,deepfake_video/insightface/deepfake_0138.mp4
deepfake_0139.mp4,1,deepfake_video/insightface/deepfake_0139.mp4
deepfake_014.mp4,1,deepfake_video/insightface/deepfake_014.mp4
deepfake_0140.mp4,1,deepfake_video/insightface/deepfake_0140.mp4
deepfake_0141.mp4,1,deepfake_video/insightface/deepfake_0141.mp4
deepfake_0142.mp4,1,deepfake_video/insightface/deepfake_0142.mp4
deepfake_0143.mp4,1,deepfake_video/insightface/deepfake_0143.mp4
deepfake_0144.mp4,1,deepfake_video/insightface/deepfake_0144.mp4
deepfake_0145.mp4,1,deepfake_video/insightface/deepfake_0145.mp4
deepfake_0146.mp4,1,deepfake_video/insightface/deepfake_0146.mp4
deepfake_0147.mp4,1,deepfake_video/insightface/deepfake_0147.mp4
deepfake_0148.mp4,1,deepfake_video/insightface/deepfake_0148.mp4
deepfake_0149.mp4,1,deepfake_video/insightface/deepfake_0149.mp4
deepfake_015.mp4,1,deepfake_video/insightface/deepfake_015.mp4
deepfake_0150.mp4,1,deepfake_video/insightface/deepfake_0150.mp4
deepfake_0151.mp4,1,deepfake_video/insightface/deepfake_0151.mp4
deepfake_0152.mp4,1,deepfake_video/insightface/deepfake_0152.mp4
deepfake_0153.mp4,1,deepfake_video/insightface/deepfake_0153.mp4
deepfake_0154.mp4,1,deepfake_video/insightface/deepfake_0154.mp4
deepfake_0155.mp4,1,deepfake_video/insightface/deepfake_0155.mp4
deepfake_0156.mp4,1,deepfake_video/insightface/deepfake_0156.mp4
deepfake_0157.mp4,1,deepfake_video/insightface/deepfake_0157.mp4
deepfake_0158.mp4,1,deepfake_video/insightface/deepfake_0158.mp4
deepfake_0159.mp4,1,deepfake_video/insightface/deepfake_0159.mp4
deepfake_016.mp4,1,deepfake_video/insightface/deepfake_016.mp4
deepfake_0160.mp4,1,deepfake_video/insightface/deepfake_0160.mp4
deepfake_0161.mp4,1,deepfake_video/insightface/deepfake_0161.mp4
deepfake_0162.mp4,1,deepfake_video/insightface/deepfake_0162.mp4
deepfake_0163.mp4,1,deepfake_video/insightface/deepfake_0163.mp4
deepfake_0164.mp4,1,deepfake_video/insightface/deepfake_0164.mp4
deepfake_0165.mp4,1,deepfake_video/insightface/deepfake_0165.mp4
deepfake_0166.mp4,1,deepfake_video/insightface/deepfake_0166.mp4
deepfake_0167.mp4,1,deepfake_video/insightface/deepfake_0167.mp4
deepfake_0168.mp4,1,deepfake_video/insightface/deepfake_0168.mp4
deepfake_0169.mp4,1,deepfake_video/insightface/deepfake_0169.mp4
deepfake_017.mp4,1,deepfake_video/insightface/deepfake_017.mp4
deepfake_0170.mp4,1,deepfake_video/insightface/deepfake_0170.mp4
deepfake_0171.mp4,1,deepfake_video/insightface/deepfake_0171.mp4
deepfake_0172.mp4,1,deepfake_video/insightface/deepfake_0172.mp4
deepfake_0173.mp4,1,deepfake_video/insightface/deepfake_0173.mp4
deepfake_0174.mp4,1,deepfake_video/insightface/deepfake_0174.mp4
deepfake_0175.mp4,1,deepfake_video/insightface/deepfake_0175.mp4
deepfake_0176.mp4,1,deepfake_video/insightface/deepfake_0176.mp4
deepfake_0177.mp4,1,deepfake_video/insightface/deepfake_0177.mp4
deepfake_0178.mp4,1,deepfake_video/insightface/deepfake_0178.mp4
deepfake_0179.mp4,1,deepfake_video/insightface/deepfake_0179.mp4
deepfake_018.mp4,1,deepfake_video/insightface/deepfake_018.mp4
deepfake_0180.mp4,1,deepfake_video/insightface/deepfake_0180.mp4
deepfake_0181.mp4,1,deepfake_video/insightface/deepfake_0181.mp4
deepfake_0182.mp4,1,deepfake_video/insightface/deepfake_0182.mp4
deepfake_0183.mp4,1,deepfake_video/insightface/deepfake_0183.mp4
deepfake_0184.mp4,1,deepfake_video/insightface/deepfake_0184.mp4
deepfake_0185.mp4,1,deepfake_video/insightface/deepfake_0185.mp4
deepfake_0186.mp4,1,deepfake_video/insightface/deepfake_0186.mp4
deepfake_0187.mp4,1,deepfake_video/insightface/deepfake_0187.mp4
deepfake_0188.mp4,1,deepfake_video/insightface/deepfake_0188.mp4
deepfake_0189.mp4,1,deepfake_video/insightface/deepfake_0189.mp4
deepfake_019.mp4,1,deepfake_video/insightface/deepfake_019.mp4
deepfake_0190.mp4,1,deepfake_video/insightface/deepfake_0190.mp4
deepfake_0191.mp4,1,deepfake_video/insightface/deepfake_0191.mp4
deepfake_0192.mp4,1,deepfake_video/insightface/deepfake_0192.mp4
deepfake_0193.mp4,1,deepfake_video/insightface/deepfake_0193.mp4
deepfake_0194.mp4,1,deepfake_video/insightface/deepfake_0194.mp4
deepfake_0195.mp4,1,deepfake_video/insightface/deepfake_0195.mp4
deepfake_0196.mp4,1,deepfake_video/insightface/deepfake_0196.mp4
deepfake_0197.mp4,1,deepfake_video/insightface/deepfake_0197.mp4
deepfake_0198.mp4,1,deepfake_video/insightface/deepfake_0198.mp4
deepfake_0199.mp4,1,deepfake_video/insightface/deepfake_0199.mp4
deepfake_020.mp4,1,deepfake_video/insightface/deepfake_020.mp4
deepfake_0200.mp4,1,deepfake_video/insightface/deepfake_0200.mp4
deepfake_0201.mp4,1,deepfake_video/insightface/deepfake_0201.mp4
deepfake_0202.mp4,1,deepfake_video/insightface/deepfake_0202.mp4
deepfake_0203.mp4,1,deepfake_video/insightface/deepfake_0203.mp4
deepfake_0204.mp4,1,deepfake_video/insightface/deepfake_0204.mp4
deepfake_0205.mp4,1,deepfake_video/insightface/deepfake_0205.mp4
deepfake_0206.mp4,1,deepfake_video/insightface/deepfake_0206.mp4
deepfake_0207.mp4,1,deepfake_video/insightface/deepfake_0207.mp4
deepfake_0208.mp4,1,deepfake_video/insightface/deepfake_0208.mp4
deepfake_0209.mp4,1,deepfake_video/insightface/deepfake_0209.mp4
deepfake_021.mp4,1,deepfake_video/insightface/deepfake_021.mp4
deepfake_0210.mp4,1,deepfake_video/insightface/deepfake_0210.mp4
deepfake_0211.mp4,1,deepfake_video/insightface/deepfake_0211.mp4
deepfake_0212.mp4,1,deepfake_video/insightface/deepfake_0212.mp4
deepfake_0213.mp4,1,deepfake_video/insightface/deepfake_0213.mp4
deepfake_0214.mp4,1,deepfake_video/insightface/deepfake_0214.mp4
deepfake_0215.mp4,1,deepfake_video/insightface/deepfake_0215.mp4
deepfake_0216.mp4,1,deepfake_video/insightface/deepfake_0216.mp4
deepfake_0217.mp4,1,deepfake_video/insightface/deepfake_0217.mp4
deepfake_0218.mp4,1,deepfake_video/insightface/deepfake_0218.mp4
deepfake_0219.mp4,1,deepfake_video/insightface/deepfake_0219.mp4
deepfake_022.mp4,1,deepfake_video/insightface/deepfake_022.mp4
deepfake_0220.mp4,1,deepfake_video/insightface/deepfake_0220.mp4
deepfake_0221.mp4,1,deepfake_video/insightface/deepfake_0221.mp4
deepfake_0222.mp4,1,deepfake_video/insightface/deepfake_0222.mp4
deepfake_0223.mp4,1,deepfake_video/insightface/deepfake_0223.mp4
deepfake_0224.mp4,1,deepfake_video/insightface/deepfake_0224.mp4
deepfake_0225.mp4,1,deepfake_video/insightface/deepfake_0225.mp4
deepfake_0226.mp4,1,deepfake_video/insightface/deepfake_0226.mp4
deepfake_0227.mp4,1,deepfake_video/insightface/deepfake_0227.mp4
deepfake_0228.mp4,1,deepfake_video/insightface/deepfake_0228.mp4
deepfake_0229.mp4,1,deepfake_video/insightface/deepfake_0229.mp4
deepfake_023.mp4,1,deepfake_video/insightface/deepfake_023.mp4
deepfake_0230.mp4,1,deepfake_video/insightface/deepfake_0230.mp4
deepfake_0231.mp4,1,deepfake_video/insightface/deepfake_0231.mp4
deepfake_0232.mp4,1,deepfake_video/insightface/deepfake_0232.mp4
deepfake_0233.mp4,1,deepfake_video/insightface/deepfake_0233.mp4
